epoch,acc,loss,val_acc,val_loss
0,0.87767272727272727,0.41212784126021645,0.93700000000000006,0.21165033944547176
1,0.94689090909090912,0.17609202413179659,0.95840000000000003,0.14004584610611201
2,0.96138181817314838,0.12665765873789786,0.95940000000000003,0.13063844542670994
3,0.97009090909957885,0.10031692560884085,0.96009999999999995,0.12812083673924207
4,0.97603636363636359,0.080889139585196973,0.97019999999999995,0.097397997196251529
5,0.97970909090909086,0.066254500529237773,0.97340000000000004,0.088352925874316132
6,0.98341818181818186,0.055456066373346206,0.97140000000000004,0.093248028344241896
7,0.98632727272727272,0.046096779773452064,0.97430000000000005,0.086263867200911046
8,0.98865454545454545,0.038418713957071304,0.97540000000000004,0.08581922430139384
9,0.99089090909090904,0.03181812932261012,0.97099999999999997,0.098232688092207532
10,0.99227272726405746,0.026645488002218984,0.97230000000000005,0.09323135093951132
11,0.99429090909090911,0.021341303497874602,0.97809999999999997,0.082121243738196792
12,0.99539999999999995,0.017656813425888224,0.97609999999999997,0.085875936255519633
13,0.99707272727272722,0.013266291727718305,0.97729999999999995,0.085134704225724278
14,0.99765454545454546,0.01162925243708305,0.97230000000000005,0.10875099728962523
15,0.99805454545454542,0.0096174192497189247,0.97740000000000005,0.08668916152680177
16,0.99861818181818185,0.007544669421405574,0.9768,0.086831847508737695
17,0.99919999999999998,0.0055368955377891492,0.97809999999999997,0.086888100313291944
