epoch,acc,loss,val_acc,val_loss
0,0.88983636363636365,0.36187449595169585,0.94010000000000005,0.19987278879508377
1,0.95643636363636364,0.14281167467162012,0.96409999999999996,0.11892789434511214
2,0.96921818181818187,0.098855614986202933,0.96889999999999998,0.10029573401436209
3,0.97716363636363635,0.072611483960395504,0.97170000000000001,0.096156862214440475
4,0.98325454545454549,0.053901013600386002,0.96850000000000003,0.099574520249431947
5,0.98805454544587568,0.039492546786266292,0.97089999999999999,0.092560223520942966
6,0.99056363636363631,0.031622524925025014,0.97609999999999997,0.081170862706925251
7,0.99405454545454541,0.021241174598080531,0.97719999999999996,0.079558874678544819
8,0.99598181818181819,0.015763331163687291,0.97440000000000004,0.083961777457199058
9,0.99694545454545458,0.012023059253341687,0.97950000000000004,0.078047727447950452
10,0.9984909090909091,0.0073768300438183361,0.9798,0.085923320218512345
11,0.99821818181818178,0.0071816987642605622,0.97899999999999998,0.085511210166137788
12,0.99970909090909088,0.0030856979805738028,0.98050000000000004,0.085990600419739535
13,0.99981818181818183,0.0017761063184205505,0.98170000000000002,0.085768668728184005
14,0.99996363636363639,0.0011368184791827596,0.98170000000000002,0.086330784748713585
15,0.99998181818181819,0.00090021726451926622,0.98170000000000002,0.087874485563122148
16,1.0,0.00068033378791786331,0.98150000000000004,0.0900600947999802
17,1.0,0.00057206403240192723,0.98160000000000003,0.091523662200104758
18,1.0,0.00049038748895317526,0.98170000000000002,0.092463864828119136
19,1.0,0.00043701825055680025,0.98170000000000002,0.092889451444585394
