epoch,acc,loss,val_acc,val_loss
0,0.87207272727272722,0.42204999513192609,0.94569999999999999,0.18871063425764442
1,0.95090909090909093,0.16666415334289725,0.95320000000000005,0.1630296365749091
2,0.96380000000866972,0.1188981656388803,0.96209999999999996,0.12557473628725857
3,0.97181818180951207,0.091333935544165704,0.95950000000000002,0.13268552866168321
4,0.97760000000000002,0.07276304481164976,0.96719999999999995,0.10792043382662814
5,0.98183636363636362,0.05852674369138073,0.97240000000000004,0.091593708096654153
6,0.9855272727272727,0.047174605731852351,0.97019999999999995,0.1018702420421876
7,0.9882727272727273,0.039080957598560916,0.97309999999999997,0.093982966278167435
8,0.99034545454545453,0.031291178895778614,0.97270000000000001,0.093957079586514738
9,0.99294545454545458,0.023947290401448579,0.97289999999999999,0.10363769021496409
10,0.99478181817314837,0.018231654092415488,0.97440000000000004,0.096832608358421571
11,0.99581818181818182,0.015417391851756045,0.97519999999999996,0.099090028314532896
12,0.99709090909090914,0.011289673305992884,0.97519999999999996,0.097173372025159188
13,0.99683636363636363,0.011044322374678979,0.97650000000000003,0.096077031120130593
14,0.99887272727272725,0.0059882722065619995,0.97750000000000004,0.096815475811432503
15,0.99941818181818187,0.0037830808980748934,0.97699999999999998,0.10535917526899602
16,0.99967272727272727,0.0027619832958711249,0.97689999999999999,0.10123859847409121
17,0.99987272727272725,0.0017593633062383477,0.97719999999999996,0.10246635179907249
18,0.99990909090909086,0.0014008549944870704,0.97799999999999998,0.10687105662960367
19,0.99994545454545458,0.0011205953900866338,0.97750000000000004,0.10853491198714241
20,0.99996363636363639,0.00093012999214939056,0.97809999999999997,0.11114267550162381
21,0.99998181818181819,0.00083556873645231294,0.97789999999999999,0.11008769255521697
22,0.99998181818181819,0.000753677595984614,0.97819999999999996,0.11160026971555312
23,0.99998181818181819,0.00069728307462365506,0.97819999999999996,0.11343436411164302
24,0.99998181818181819,0.00066283235034835257,0.97809999999999997,0.11442234156458776
25,0.99998181818181819,0.0006288317743775141,0.97829999999999995,0.11572339762426045
26,0.99998181818181819,0.00060271658709299867,0.97829999999999995,0.11654233727365727
27,0.99998181818181819,0.00057815236221867136,0.97840000000000005,0.11758178722765092
28,0.99998181818181819,0.00055926253363031717,0.97809999999999997,0.11832392796642621
29,0.99998181818181819,0.00054199843004391207,0.97899999999999998,0.11877536729253456
30,0.99998181818181819,0.000525497740456376,0.97840000000000005,0.12005249427954573
31,0.99998181818181819,0.00051236463449744077,0.97860000000000003,0.12036391943403153
32,0.99998181818181819,0.00050127695688066025,0.97840000000000005,0.12120820977543176
33,0.99998181818181819,0.00048991247095403771,0.97909999999999997,0.12150700915226358
34,0.99998181818181819,0.00047911202339101608,0.97860000000000003,0.12276688653455407
35,0.99998181818181819,0.00047139008303620359,0.97829999999999995,0.12298116670928375
36,0.99998181818181819,0.00046232135055633989,0.97840000000000005,0.12325535014363168
37,0.99998181818181819,0.00045561850436235378,0.97829999999999995,0.12375930343120552
38,0.99998181818181819,0.00044818074423689971,0.97819999999999996,0.12436524822883921
39,0.99998181818181819,0.00044207056613583767,0.97860000000000003,0.12476388470414204
