epoch,acc,loss,val_acc,val_loss
0,0.84192727272727275,0.63960735632289545,0.90700000000000003,0.35283118062019347
1,0.90596363636363642,0.33530387777415188,0.92020000000000002,0.28769066187739373
2,0.91921818182685155,0.28569367245760829,0.9294,0.25431652170419694
3,0.92869090910824859,0.25483490122881802,0.93600000000000005,0.23063774477839469
4,0.93460000001733956,0.23163641629435799,0.9405,0.21219071996212005
5,0.94074545456279413,0.212638393016295,0.94259999999999999,0.19748372554183005
6,0.94536363636363641,0.1964298368378119,0.94730000000000003,0.18407504396140575
7,0.94905454547188495,0.18278159302147953,0.95099999999999996,0.17361757188290358
8,0.95272727272727276,0.1709493495410139,0.9516,0.16468190874755381
9,0.95510909090909091,0.16070472568815405,0.95540000000000003,0.15573042724132538
10,0.95814545454545452,0.15133482251763344,0.95750000000000002,0.14888847554177045
11,0.96034545456279408,0.14321270552006635,0.95930000000000004,0.14154498502612115
12,0.96278181819915776,0.13577192551872946,0.96109999999999995,0.13630696957260371
13,0.96505454547188496,0.12886222861951047,0.96189999999999998,0.13112029652595519
14,0.96650909091776072,0.12306240337165919,0.96379999999999999,0.12670667170733213
15,0.96794545454545455,0.11753036035814068,0.96460000000000001,0.1216357374869287
16,0.96934545454545451,0.11230089966979893,0.96560000000000001,0.11742634219489992
17,0.97067272727272724,0.10760089376297864,0.96660000000000001,0.1149166359335184
18,0.97183636364503345,0.10332561709393155,0.96709999999999996,0.11326895588003098
19,0.9733090909090909,0.099400780682401227,0.96840000000000004,0.10915234870053828
20,0.97465454545454544,0.09537972024624998,0.9698,0.10696131990551949
21,0.97578181818181819,0.091889370080557739,0.96989999999999998,0.10364324683807791
22,0.9763090909090909,0.088659514669667594,0.96999999999999997,0.10183330791592599
23,0.97761818181818183,0.085558955299041492,0.97140000000000004,0.09965329634621739
24,0.97818181819915773,0.082650058594346043,0.97160000000000002,0.097613827014155691
25,0.9788,0.079926570486480539,0.97060000000000002,0.095931093761138619
26,0.97965454545454544,0.077385682252726767,0.97160000000000002,0.095982788104750222
27,0.9805454545454545,0.074838143094290391,0.97230000000000005,0.091600961222872132
28,0.98127272729006676,0.072444514025070447,0.97170000000000001,0.091582225881330664
29,0.98189090909090904,0.070328331388397655,0.97219999999999995,0.090362897160276776
30,0.9822909090909091,0.068266838767040858,0.97340000000000004,0.08741187179833651
31,0.98296363636363637,0.066295873847874734,0.97389999999999999,0.086641481016576288
32,0.98387272729006681,0.064158148656514563,0.97370000000000001,0.085434625579416751
33,0.98394545454545457,0.062612660054185171,0.97440000000000004,0.083355710731819271
34,0.98472727272727267,0.06070031160549684,0.97470000000000001,0.08347523270882666
35,0.9850545454545454,0.059185267058150332,0.97499999999999998,0.082141882312670347
36,0.98541818181818186,0.057500678023018621,0.97519999999999996,0.081831795988976955
37,0.98587272727272723,0.055896805554221975,0.97509999999999997,0.080534721563570208
38,0.98629090910824857,0.054497700493850491,0.97529999999999994,0.079867236000671984
39,0.98676363638097586,0.053089655477621338,0.97509999999999997,0.078732112591899925
40,0.98721818183552135,0.051883404337817969,0.97509999999999997,0.077813196500018236
41,0.98763636363636365,0.050520147506147625,0.97550000000000003,0.078122816068679088
42,0.9880181818181818,0.04926583928384564,0.97589999999999999,0.076091003557946527
43,0.98836363636363633,0.048035473948852582,0.97640000000000005,0.075510655445791774
44,0.98867272729006683,0.046873768190362236,0.97570000000000001,0.075733300369698553
45,0.98894545454545457,0.045776166930523783,0.97560000000000002,0.075546184479910877
46,0.9892545454545455,0.04459913856062022,0.97640000000000005,0.075655794054735451
47,0.98963636363636365,0.043666426354782149,0.9768,0.074927723484672609
48,0.98992727272727277,0.042703848962485788,0.97670000000000001,0.073197375831007952
49,0.98989090909957889,0.041678681089254946,0.97729999999999995,0.073357327541150152
50,0.99030909090909092,0.040860710726678372,0.97729999999999995,0.071948248048499225
51,0.99063636363636365,0.039825509797781704,0.97760000000000002,0.072064414742682131
52,0.99110909090909094,0.038850243392925372,0.97789999999999999,0.071705523246061054
53,0.99118181818181816,0.03815642046359452,0.9778,0.070860429704096173
54,0.99149090909090909,0.037211154874481941,0.97789999999999999,0.070997543132025748
55,0.99181818181818182,0.036521681280603464,0.97760000000000002,0.070666155983507631
56,0.99198181818181819,0.035743809546191586,0.9778,0.06976886143572629
