epoch,acc,loss,val_acc,val_loss
0,0.84305454547188496,0.63752979414246302,0.89939999999999998,0.36061353417634961
1,0.90454545454545454,0.34227910887761548,0.91490000000000005,0.29810019648075103
2,0.91727272728139708,0.29465662317492747,0.92469999999999997,0.26381857614815235
3,0.92518181818181822,0.26429274857044222,0.92889999999999995,0.24797582621872424
4,0.93238181819048793,0.24174396192810751,0.93589999999999995,0.22330358723402025
5,0.93760000001733956,0.22263826394297859,0.93959999999999999,0.21203808191120624
6,0.94229090909090907,0.20629440283016726,0.94350000000000001,0.19726654525101184
7,0.94645454547188501,0.19257219004197554,0.9476,0.18418509553521872
8,0.94956363636363639,0.18037650684768503,0.94910000000000005,0.17447362141758205
9,0.95190909090909093,0.17008707565611059,0.95209999999999995,0.16677269816696644
10,0.95481818182685163,0.16072082265398718,0.95379999999999998,0.15856872630715371
11,0.95805454545454549,0.15212533990957519,0.95640000000000003,0.15222596261501312
12,0.96023636363636367,0.14461316154680467,0.95709999999999995,0.14653907555267215
13,0.96227272729006685,0.13782061517021874,0.9577,0.14141338596716524
14,0.96369090909090904,0.13151069166877052,0.96020000000000005,0.13580519228056073
15,0.96570909091776069,0.12583248799876734,0.96279999999999999,0.1304776692248881
16,0.96710909090909092,0.12023379288911819,0.96340000000000003,0.12712341125085949
17,0.96810909092643049,0.1157426550377499,0.96440000000000003,0.12362566701062024
18,0.96978181818181819,0.1110232295979153,0.96519999999999995,0.12127087640240788
19,0.97060000000000002,0.10666439641307701,0.96509999999999996,0.11758284519985318
20,0.97170909090909086,0.10302358180853453,0.96660000000000001,0.11342475835420192
21,0.97347272729006684,0.099302137233994225,0.96809999999999996,0.11025015378072858
22,0.97421818183552134,0.095794531396844171,0.96740000000000004,0.10966093266233802
23,0.97481818181818181,0.092761955891955988,0.96889999999999998,0.10552019702531397
24,0.97629090910824867,0.089529767393524001,0.96870000000000001,0.10392347012013196
25,0.97721818181818176,0.086938039648261939,0.9698,0.10251811724118888
26,0.9778,0.084082711014693431,0.96899999999999997,0.10262081145346165
27,0.97854545455412434,0.081386275596781216,0.97089999999999999,0.098043829438835384
28,0.97901818181818179,0.079211649455536493,0.97070000000000001,0.097133024116605515
29,0.97981818183552138,0.076936616125431928,0.97150000000000003,0.095180801733955739
30,0.98040000001733951,0.074787735672836961,0.97109999999999996,0.094733692836947742
31,0.9810363636363636,0.072679713148149583,0.97240000000000004,0.092925535639375445
32,0.9812909090909091,0.070738619759136978,0.97230000000000005,0.091465363327227531
33,0.98200000001733956,0.06890489596859975,0.97309999999999997,0.090681681626103822
34,0.98241818181818186,0.066983889638564803,0.97319999999999995,0.088811275223828853
35,0.98314545454545454,0.065386697911877525,0.97330000000000005,0.088727549601346253
36,0.98343636363636366,0.063817949645898556,0.97319999999999995,0.087353469964303071
37,0.98418181818181816,0.062176204539361325,0.97309999999999997,0.087711826477199786
38,0.98456363637230615,0.060707699662040579,0.97360000000000002,0.086015932443831114
39,0.98490909090909096,0.059188349972123452,0.97370000000000001,0.085245290932618081
40,0.98549090910824866,0.057820089894533154,0.97370000000000001,0.084650140813458716
41,0.98596363636363638,0.056448846711218359,0.97360000000000002,0.084259934457950297
42,0.98619999999999997,0.05519377597583966,0.97499999999999998,0.081804826729372143
43,0.9866181818355213,0.053999988340112298,0.97589999999999999,0.080601699571404603
44,0.98707272729006679,0.052667404194718055,0.97550000000000003,0.080394594687223431
45,0.98745454545454547,0.051467264400693505,0.97589999999999999,0.080328379066102212
46,0.98761818181818184,0.050471545882252132,0.97570000000000001,0.080567362198513001
47,0.9880181818181818,0.049429050516811283,0.97519999999999996,0.080192757085524494
