epoch,acc,loss,val_acc,val_loss
0,0.8789818181818182,0.39633055195374922,0.9496,0.1707822185650468
1,0.95418181818181813,0.15215151456702838,0.96020000000000005,0.1348620933931321
2,0.96723636363636367,0.10802147690924731,0.96489999999999998,0.11499589555766433
3,0.97505454545454551,0.081618677980655974,0.96540000000000004,0.11189374749828131
4,0.98016363636363635,0.063584652660583912,0.96930000000000005,0.10057072107789572
5,0.98421818181818177,0.050170048430392689,0.97030000000000005,0.10136078097102
6,0.98716363635496662,0.041121506687761711,0.97219999999999995,0.092910672468552363
7,0.98990909090909096,0.032297120843700726,0.96909999999999996,0.10313994754798478
8,0.99258181818181823,0.025583941990255633,0.97199999999999998,0.097428001709344972
9,0.99438181818181814,0.0198580266576599,0.97330000000000005,0.0929611466456845
10,0.99563636363636365,0.015421173411125148,0.97119999999999995,0.11075264015399298
11,0.99707272727272722,0.011561475935139143,0.97140000000000004,0.10530504005812473
12,0.99783636363636363,0.0092640819103615782,0.97509999999999997,0.098080157469995904
13,0.99756363636363632,0.0085093566973130121,0.97350000000000003,0.10241414282775659
14,0.999,0.0049527422308244485,0.97409999999999997,0.10267534474177656
15,0.99952727272727271,0.0032293613209582626,0.97589999999999999,0.097760592073597496
16,0.99987272727272725,0.001570921230087697,0.97470000000000001,0.10628459041161391
17,0.99989090909090905,0.0011232396667452123,0.97650000000000003,0.10538708640261785
18,0.99998181818181819,0.00082760717621462065,0.97609999999999997,0.10869567862244998
19,0.99998181818181819,0.00070676259084352341,0.97570000000000001,0.10982919763753675
20,0.99998181818181819,0.00064770346452739682,0.97509999999999997,0.1113510951418968
21,0.99998181818181819,0.00059662125357668133,0.97519999999999996,0.11281903042088456
22,0.99998181818181819,0.00056224527232550997,0.97529999999999994,0.11415059846896311
23,0.99998181818181819,0.00053523664879442305,0.97570000000000001,0.11525008212710749
