epoch,acc,loss,val_acc,val_loss
0,0.86750909091776063,0.48407652293118564,0.92820000000000003,0.24758402319401501
1,0.93376363636363635,0.2269713538278233,0.94369999999999998,0.19412901118695736
2,0.94856363637230612,0.17604037646976384,0.95089999999999997,0.15932710734046995
3,0.95778181819915775,0.14445914216745984,0.9587,0.13467080965973438
4,0.96410909092643049,0.12354904874725775,0.96160000000000001,0.12382336627151817
5,0.9698181818181818,0.1062576945218173,0.96599999999999997,0.11115706944558769
6,0.97305454546321524,0.093289016598869456,0.96060000000000001,0.1259126389266923
7,0.97527272727272729,0.082676720052280203,0.96860000000000002,0.10008267598263919
8,0.97869090909090906,0.073698767836798323,0.96870000000000001,0.10016887225843966
9,0.98096363638097595,0.065924994350834321,0.97160000000000002,0.090903621734771872
10,0.98236363636363633,0.060301893604343584,0.9738,0.082291895950026811
11,0.98443636363636366,0.054409970688345757,0.97199999999999998,0.089934231251571323
12,0.9857818181818182,0.049637305270440198,0.97350000000000003,0.082004748195409774
13,0.98734545454545453,0.044855040310661898,0.9758,0.076547575856698677
14,0.98839999999999995,0.041387411402402957,0.97589999999999999,0.079407341626705596
15,0.9900363636363636,0.037716245162757962,0.97409999999999997,0.080911844292399476
16,0.99060000000000004,0.034420782536403696,0.97389999999999999,0.080586928379978051
17,0.99198181818181819,0.031205059338716621,0.97670000000000001,0.079312191219651135
18,0.99216363636363636,0.028885014933076773,0.97629999999999995,0.078093630646960815
19,0.9930181818181818,0.026029810505648229,0.97399999999999998,0.086342842128477065
20,0.99398181818181819,0.024087135338994928,0.97709999999999997,0.073803707494225823
21,0.9948181818355214,0.021713517165708948,0.96999999999999997,0.097530561949254482
22,0.99538181818181815,0.020149058031561699,0.97770000000000001,0.076573383350926449
23,0.99585454545454544,0.018313550875530663,0.97350000000000003,0.087909491969720699
24,0.99616363636363636,0.017092484653893521,0.97709999999999997,0.075334204567049159
25,0.997,0.015213000296259467,0.97699999999999998,0.076919266612711368
26,0.99730909090909092,0.013928975437623873,0.9768,0.077118557123816572
